19,00,01,00,04,80,Arm Area 3
19,00,03,00,04,80,Disarm Area 3
19,00,00,00,00,81,Burg On
19,00,00,00,00,80,Burg Off
19,00,00,03,00,81,Aux On
19,00,00,03,00,80,Aux Off
19,00,01,00,01,80,Arm
19,00,03,00,01,80,Disarm
19,00,00,01,00,81,Fire On
19,00,00,01,00,80,Fire Off
19,00,00,02,00,81,Reset On
19,00,00,02,00,80,Reset Off
19,00,00,00,00,82,Burg Toggle
